name,id,description,image
Stormfront (The Boys),TB15,"Genocidal, Demonic, 😈, Narcissistic, Villainous, Opinionated",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/15.jpg
Data (Star Trek: The Next Generation),TNG9,"High Iq, Self-Disciplined, Competent, Factual, Direct, Precise",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/9.jpg
Worf (Star Trek: The Next Generation),TNG5,"Diligent, Loyal, Sturdy, Active, Direct, Honorable",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/5.jpg
Kermit (Shameless),SHL10,"Old, Unmotivated, 🛌, Slothful, Repulsive, Beta, Weird, Awkward, Side Character",https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/10.jpg
Eric Cartman (South Park),SP3,"Loud, Rude, Insulting, Thick, Judgemental, Juvenile",https://openpsychometrics.org/tests/characters/test-resources/pics/SP/3.jpg
David Rose (Schitt's Creek),SsC3,"Dramatic, 🎨, Extravagant, Manicured, Opinionated, Metrosexual",https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/3.jpg
Dennis 'Cutty' Wise (The Wire),TW23,"Blue-Collar, Generous, Badass, Gendered, Soulful, Sturdy",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/23.jpg
Clay Davis (The Wire),TW25,"Narcissistic, Celebrity, Political, Two-Faced, Jaded, Hedonist",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/25.jpg
Claire Dunphy (Modern Family),MF3,"Alpha, Ocd, Bossy, Tense, Captain, Workaholic",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/3.jpg
Karen Wheeler (Stranger Things),ST10,"Feminine, Sexual, 💃, Playful, Summer, Flirtatious",https://openpsychometrics.org/tests/characters/test-resources/pics/ST/10.jpg
The Deep (The Boys),TB8,"Water, Sexist, Perverted, Desperate, Cringeworthy, Moody",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/8.jpg
William Riker (Star Trek: The Next Generation),TNG2,"Healthy, Gendered, Bold, Motivated, Loyal, Sexual",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/2.jpg
Tommy Carcetti (The Wire),TW16,"Political, Driven, Machiavellian, Two-Faced, Money-Focused, Narcissistic",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/16.jpg
Frank Sobotka (The Wire),TW28,"Blue-Collar, 🧢, Masculine, Vintage, 🥾, Punk Rock",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/28.jpg
Kenny McCormick (South Park),SP4,"Orange, Unlucky, Poor, Quiet, Winter, 🤐",https://openpsychometrics.org/tests/characters/test-resources/pics/SP/4.jpg
Leopold 'Butters' Stotch (South Park),SP5,"Submissive, Kind, Vulnerable, Beta, Soft, Meek",https://openpsychometrics.org/tests/characters/test-resources/pics/SP/5.jpg
Alexander Hamilton (Hamilton),HAM1,"Workaholic, Persistent, Motivated, Opinionated, Driven, Main Character",https://openpsychometrics.org/tests/characters/test-resources/pics/HAM/1.jpg
Beverly Crusher (Star Trek: The Next Generation),TNG6,"Valedictorian, Civilized, 👨‍⚕️, Diligent, Nurturing, Pro",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/6.jpg
Taissa (Yellowjackets),YJ2,"Frank, Beautiful, Queer, Demanding, Decisive, Badass",https://openpsychometrics.org/tests/characters/test-resources/pics/YJ/2.jpg
Anastasia Dualla (Battlestar Galactica),BSG12,"Egalitarian, Valedictorian, Studious, Attractive, Diligent, Overachiever",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/12.jpg
Cameron Tucker (Modern Family),MF6,"Emotional, Queer, Expressive, Exaggerating, Extrovert, Multicolored",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/6.jpg
Deanna Troi (Star Trek: The Next Generation),TNG7,"Empath, Egalitarian, Feminine, Touchy-Feely, Kind, Perceptive",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/7.jpg
Carla Espinosa (Scrubs),SCRUBS6,"Devoted, Beautiful, Motivated, Bold, Loyal, Competent",https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/6.jpg
Samuel 'Longshot' Anders (Battlestar Galactica),BSG15,"🏀, Sporty, Jock, 🧗, Gamer, Masculine, Active",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/15.jpg
Black Noir (The Boys),TB11,"Quiet, Reserved, Guarded, Distant, Private, Secretive",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/11.jpg
Jimmy Palmer (NCIS),NCIS6,"🧠, Bookish, 👨‍⚕️, Intellectual, Kind, Nerd",https://openpsychometrics.org/tests/characters/test-resources/pics/NCIS/6.jpg
Cally Henderson (Battlestar Galactica),BSG14,"Boy/Girl-Next-Door, Side Character, Blue-Collar, Love-Focused, 👨‍🔧, Proletariat",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/14.jpg
Mother's Milk (The Boys),TB7,"Loyal, One-Faced, Egalitarian, Competent, Diligent, Badass",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/7.jpg
Angelica Schuyler (Hamilton),HAM4,"Feminist, Rhythmic, Beautiful, Rich, Attractive, Valedictorian",https://openpsychometrics.org/tests/characters/test-resources/pics/HAM/4.jpg
Gloria Delgado-Pritchett (Modern Family),MF2,"Beautiful, Feminine, Spicy, Fire, Loud, Fresh, Bold",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/2.jpg
Hughie Campbell (The Boys),TB2,"Nerd, Love-Focused, Tense, Boy/Girl-Next-Door, Emotional, Devoted",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/2.jpg
Walter 'Radar' O'Reilly (M*A*S*H),MASH6,"Sweet, Nerd, Respectful, Kind, Bashful, Loyal",https://openpsychometrics.org/tests/characters/test-resources/pics/MASH/6.jpg
Margaret 'Hot Lips' Houlihan (M*A*S*H),MASH2,"Motivated, Patriotic, On-Time, Competent, Opinionated, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/MASH/2.jpg
Wesley Crusher (Star Trek: The Next Generation),TNG8,"Nerd, Young, Vanilla, Curious, Pure, Kind",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/8.jpg
Moira Rose (Schitt's Creek),SsC2,"Dramatic, Extravagant, Bold, Lavish, City-Slicker, Exaggerating",https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/2.jpg
William Rawls (The Wire),TW9,"Never Cries, Stubborn, Bossy, Authoritarian, Cynical, Miserable",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/9.jpg
Haley Dunphy (Modern Family),MF9,"Feminine, Modern, Impulsive, Stylish, Extrovert, Playful",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/9.jpg
Frank Burns (M*A*S*H),MASH5,"Tense, Judgemental, Receiving, Stubborn, Close-Minded, Tight",https://openpsychometrics.org/tests/characters/test-resources/pics/MASH/5.jpg
Guinan (Star Trek: The Next Generation),TNG10,"Wise, Perceptive, Soulful, Nurturing, Knowledgeable, Independent, Open-Minded",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/10.jpg
Geordi La Forge (Star Trek: The Next Generation),TNG3,"Competent, High-Tech, Technophile, Loyal, Diligent, Egalitarian",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/3.jpg
Nick Sobotka (The Wire),TW30,"Blue-Collar, 🏀, 👨‍🔧, Lowbrow, 🧢, Sporty",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/30.jpg
Madelyn Stillwell (The Boys),TB13,"Rich, Workaholic, 🤑, Selfish, Manicured, Corporate, Overachiever",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/13.jpg
Ziggy Sobotka (The Wire),TW29,"Lost, Twitchy, Expressive, Ambitious, Impulsive, Noob",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/29.jpg
Ashley Barrett (The Boys),TB12,"Tense, Scheduled, Corporate, Work-First, Workaholic, Side Character",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/12.jpg
Christopher Turk (Scrubs),SCRUBS3,"Expressive, Funny, Warm, Not Genocidal, 🏀, Playful",https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/3.jpg
Randall Pearson (This Is Us),TIU3,"Valedictorian, Overachiever, Diligent, Workaholic, Driven, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/3.jpg
Temperance Brennan (Bones),B1,"High Iq, Bookish, Direct, Pro, Competent, Diligent",https://openpsychometrics.org/tests/characters/test-resources/pics/B/1.jpg
Luke Dunphy (Modern Family),MF7,"Random, 😜, Goof-Off, Tardy, Messy, Chaotic, Disorganized, Spontaneous",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/7.jpg
Stan Marsh (South Park),SP1,"🧢, Gendered, Young, Human, Not Genocidal, English",https://openpsychometrics.org/tests/characters/test-resources/pics/SP/1.jpg
Benjamin 'Hawkeye' Pierce (M*A*S*H),MASH1,"Flirtatious, Main Character, Chatty, Social, Bold, Rebellious, Playful",https://openpsychometrics.org/tests/characters/test-resources/pics/MASH/1.jpg
Ervin Burrell (The Wire),TW13,"Corporate, Straight, Political, Gendered, Vintage, Serious",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/13.jpg
Maurice Levy (The Wire),TW21,"Money-Focused, Salacious, Cynical, Jaded, Receiving, Selfish",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/21.jpg
Francis Mulcahy (M*A*S*H),MASH4,"Not Genocidal, Theist, Kind, Wholesome, Love-Focused, Complimentary",https://openpsychometrics.org/tests/characters/test-resources/pics/MASH/4.jpg
Maxwell Klinger (M*A*S*H),MASH3,"Funny, Exuberant, Expressive, Bold, Open To New Experinces, Extrovert",https://openpsychometrics.org/tests/characters/test-resources/pics/MASH/3.jpg
Kate Pearson (This Is Us),TIU4,"Emotional, Family-First, Love-Focused, 🎨, Straight, Thick",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/4.jpg
Ted Mullens (Schitt's Creek),SsC6,"👨‍⚕️, Civilized, Devoted, Kind, Healthy, Sunny",https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/6.jpg
Spiros 'Vondas' Vondopoulos (The Wire),TW27,"Bad Boy, Vintage, Money-Focused, Secretive, 😈, Backdoor",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/27.jpg
Beatrice 'Beadie' Russell (The Wire),TW22,"Boy/Girl-Next-Door, Persistent, Motivated, Devoted, Sheriff, Diligent",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/22.jpg
Jay Pritchett (Modern Family),MF1,"Rich, Straight, 🏀, Skeptical, Competitive, Realistic",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/1.jpg
Mitchell Pritchett (Modern Family),MF5,"Queer, Bookish, 🎨, 🧠, Preppy, Egalitarian",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/5.jpg
Ilana Wexler (Broad City),BDC2,"Expressive, 😜, Adventurous, Loud, Bold, Spontaneous, Open To New Experinces",https://openpsychometrics.org/tests/characters/test-resources/pics/BDC/2.jpg
William H. 'Shakespeare' Hill (This Is Us),TIU8,"Artistic, Forgiving, Perceptive, Deep, Egalitarian, Poetic, Love-Focused",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/8.jpg
A-Train (The Boys),TB6,"Sporty, Cocky, Arrogant, Fast, Receiving, Jock",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/6.jpg
Toby Damon (This Is Us),TIU7,"Funny, Boy/Girl-Next-Door, Chatty, Good-Humored, Emotional, Playful",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/7.jpg
Michael Lee (The Wire),TW20,"Urban, Oppressed, Blue-Collar, Poor, Proletariat, Secretive",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/20.jpg
Chrisjen Avasarala (The Expanse),EXP4,"Political, Bossy, Rich, Master, Driven, Resourceful, Assertive",https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/4.jpg
Tobias Funke (Arrested Development),AD7,"Nerd, Emotional, Weird, Dramatic, Dorky, Weakass",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/7.jpg
Alex Dunphy (Modern Family),MF10,"High Iq, Overachiever, Bookish, Valedictorian, 👩‍🔬, Nerd",https://openpsychometrics.org/tests/characters/test-resources/pics/MF/10.jpg
Jack Pearson (This Is Us),TIU1,"Romantic, Important, Charismatic, Badass, Loyal, Soulful",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/1.jpg
Beth Pearson (This Is Us),TIU6,"Beautiful, Attractive, Badass, Fresh, Competent, High Iq",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/6.jpg
Perry Cox (Scrubs),SCRUBS5,"Cynical, Skeptical, Alpha, Cocky, Insulting, Bossy",https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/5.jpg
Elliot Reid (Scrubs),SCRUBS2,"Fast-Talking, Chatty, Boy/Girl-Next-Door, 👨‍⚕️, Emotional, Anxious",https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/2.jpg
Rhonda Pearlman (The Wire),TW11,"On-Time, Workaholic, Valedictorian, High Iq, Go-Getter, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/11.jpg
Dennis Reynolds (It's Always Sunny in Philadelphia),ASP2,"Cocky, Competitive, Arrogant, Vain, Narcissistic, Psychopath",https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/2.jpg
Mac (It's Always Sunny in Philadelphia),ASP3,"Physical, Impatient, Loud, Juvenile, 💪, Patriotic",https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/3.jpg
Becca Butcher (The Boys),TB14,"Boy/Girl-Next-Door, Gendered, Civilized, Family-First, Non-Gamer, Traumatized",https://openpsychometrics.org/tests/characters/test-resources/pics/TB/14.jpg
Tasha Yar (Star Trek: The Next Generation),TNG4,"Devoted, Feminist, 👨‍🚀, Self-Disciplined, Brave, 🧗",https://openpsychometrics.org/tests/characters/test-resources/pics/TNG/4.jpg
Angela Montenegro (Bones),B3,"Feminist, Egalitarian, 🎨, Empath, Attractive, Beautiful",https://openpsychometrics.org/tests/characters/test-resources/pics/B/3.jpg
Billy Keikeya (Battlestar Galactica),BSG13,"Not Genocidal, Boy/Girl-Next-Door, Everyman, Civilized, Side Character, Bookish",https://openpsychometrics.org/tests/characters/test-resources/pics/BSG/13.jpg
Kyle Broflovski (South Park),SP2,"Orange, Winter, Young, Human, Heroic, 🧠",https://openpsychometrics.org/tests/characters/test-resources/pics/SP/2.jpg
John Michael Dorian (Scrubs),SCRUBS1,"Emotional, Main Character, Boy/Girl-Next-Door, Nerd, Funny, 👨‍⚕️",https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/1.jpg
Chris Partlow (The Wire),TW18,"Concise, Hunter, Persistent, Intense, Blue-Collar, Sturdy",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/18.jpg
Camille Saroyan (Bones),B5,"Neat, Competent, Pro, Mature, Egalitarian, Diligent",https://openpsychometrics.org/tests/characters/test-resources/pics/B/5.jpg
Charlie Kelly (It's Always Sunny in Philadelphia),ASP1,"Chaotic, Spontaneous, Drop Out, Self-Destructive, Scruffy, Twitchy",https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/1.jpg
"George Bluth, Sr. (Arrested Development)",AD8,"Entitled, Mischievous, Privileged, Money-Focused, Receiving, Selfish",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/8.jpg
Naomi Nagata (The Expanse),EXP2,"Resourceful, Confidential, 🧗, Pro, Protagonist, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/2.jpg
Kevin Pearson (This Is Us),TIU5,"Sexual, Flirtatious, Jock, 👩‍🎤, Modern, Straight",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/5.jpg
George Oscar 'Gob' Bluth (Arrested Development),AD3,"Fantastical, Cocky, Interrupting, Privileged, Impulsive, Arrogant, Exhibitionist",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/3.jpg
Jim Holden (The Expanse),EXP1,"Protagonist, Egalitarian, Motivated, Spelunker, Main Character, Active",https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/1.jpg
Jack Hodgins (Bones),B4,"High Iq, Knowledgeable, High-Tech, 👩‍🔬, Scientific, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/B/4.jpg
Seeley Booth (Bones),B2,"Sexual, 🏀, Masculine, Straight, Patriotic, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/B/2.jpg
Norman Wilson (The Wire),TW19,"Perceptive, Pointed, English, High Iq, Reassuring, Cultured",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/19.jpg
Lucille Bluth (Arrested Development),AD10,"Privileged, Entitled, Opinionated, Judgemental, Narcissistic, Receiving",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/10.jpg
George Michael Bluth (Arrested Development),AD4,"Nerd, Submissive, Accommodating, Pacifist, Awkward, Soft",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/4.jpg
Oscar Bluth (Arrested Development),AD9,"Scruffy, Weird, Unorthodox, Old, Crazy, Tardy",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/9.jpg
Rebecca Pearson (This Is Us),TIU2,"Flower Child, Love-Focused, Beautiful, Musical, Attractive, 🎨",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/2.jpg
Maeby Funke (Arrested Development),AD5,"Rebellious, Mischievous, Adventurous, Sarcastic, Bossy, Feisty",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/5.jpg
Lagertha (Vikings),VK1,"Badass, Queen, Pro, Wise, Devoted, Charming, 🧗",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/1.jpg
Michael Bluth (Arrested Development),AD1,"Main Character, 🚴, Workaholic, Boy/Girl-Next-Door, Tense, Diligent",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/1.jpg
Bob Kelso (Scrubs),SCRUBS4,"Corporate, Old, Cocky, Demanding, Narcissistic, Sarcastic",https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/4.jpg
Frank Reynolds (It's Always Sunny in Philadelphia),ASP5,"Short, Scruffy, Weird, Bold, Mischievous, Indulgent",https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/5.jpg
Amos Burton (The Expanse),EXP3,"Stoic, Decisive, Fighter, Direct, Ferocious, 🧗",https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/3.jpg
Lindsay Bluth Funke (Arrested Development),AD2,"Entitled, Overspender, Exaggerating, Flamboyant, 💃, Gossiping",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/2.jpg
Eve Polastri (Killing Eve),KE2,"Work-First, Workaholic, Important, Persistent, Diligent, High Iq",https://openpsychometrics.org/tests/characters/test-resources/pics/KE/2.jpg
Clarence Royce (The Wire),TW26,"Political, Cocky, Two-Faced, Scrub, Tattle-Tale, Gendered",https://openpsychometrics.org/tests/characters/test-resources/pics/TW/26.jpg
Buster Bluth (Arrested Development),AD6,"Nerd, Codependent, Weird, Sheltered, Anxious, Beta",https://openpsychometrics.org/tests/characters/test-resources/pics/AD/6.jpg
John Carter (ER),ER1,"Heroic, Important, English, Motivated, Persistent, Not Genocidal",https://openpsychometrics.org/tests/characters/test-resources/pics/ER/1.jpg
Kerry Weaver (ER),ER2,"Diligent, Scientific, 👨‍⚕️, Captain, Knowledgeable, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/ER/2.jpg
Dee Reynolds (It's Always Sunny in Philadelphia),ASP4,"Loud, Bad-Cook, Self-Destructive, Exaggerating, Competitive, Feisty",https://openpsychometrics.org/tests/characters/test-resources/pics/ASP/4.jpg
Abbi Abrams (Broad City),BDC1,"Not Genocidal, Feminist, Liberal, Urban, Protagonist, Believable",https://openpsychometrics.org/tests/characters/test-resources/pics/BDC/1.jpg
Calvin (Calvin and Hobbes),CH1,"Mischievous, Adventurous, Messy, Impulsive, Chatty, Zany",https://openpsychometrics.org/tests/characters/test-resources/pics/CH/1.jpg
Villanelle (Killing Eve),KE1,"Adventurous, Beautiful, F***-The-Police, Extraordinary, Important, Mischievous",https://openpsychometrics.org/tests/characters/test-resources/pics/KE/1.jpg
Sophie (This Is Us),TIU10,"Beautiful, Side Character, Feminine, Straight, Attractive, Clean",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/10.jpg
Hobbes (Calvin and Hobbes),CH2,"Orange, Treasure, Charismatic, Leisurely, Warm, Open To New Experinces",https://openpsychometrics.org/tests/characters/test-resources/pics/CH/2.jpg
Floki (Vikings),VK3,"Quirky, Spiritual, Creative, Metaphorical, Wild, Scruffy, Playful",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/3.jpg
Ivar Ragnarsson (Vikings),VK7,"Vengeful, Competitive, Arrogant, Driven, Offended, Poisonous",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/7.jpg
Bobbie Draper  (The Expanse),EXP6,"Self-Disciplined, Resourceful, Frank, Motivated, Persistent, Workaholic",https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/6.jpg
Jake Ballard (Scandal),SCDL9,"Motivated, Masculine, Self-Disciplined, Hunter, Workaholic, Secretive",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/9.jpg
Konstantin (Killing Eve),KE4,"Russian, Winter, Two-Faced, Secretive, Worldly, Guarded",https://openpsychometrics.org/tests/characters/test-resources/pics/KE/4.jpg
Luka Kovac (ER),ER6,"Straight, Egalitarian, Tall, 👨‍⚕️, Sexual, Believable",https://openpsychometrics.org/tests/characters/test-resources/pics/ER/6.jpg
Aunt Polly (Peaky Blinders),PKB3,"Master, Perceptive, Badass, Persistent, Bold, Queen",https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/3.jpg
Miguel Rivas (This Is Us),TIU9,"Side Character, Not Genocidal, Vintage, First-Mate, Tame, Egalitarian",https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/9.jpg
Ragnar Lothbrok (Vikings),VK5,"Alpha, Important, Go-Getter, Persistent, Overachiever, Captain, Master",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/5.jpg
Carolyn Martens (Killing Eve),KE3,"Work-First, Logical, Workaholic, Secretive, Dominant, High Iq",https://openpsychometrics.org/tests/characters/test-resources/pics/KE/3.jpg
Ada Shelby (Peaky Blinders),PKB4,"Beautiful, Egalitarian, Fresh, Young, 🌟, English",https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/4.jpg
Calvin's mom (Calvin and Hobbes),CH4,"Human, Clean, Sheriff, Normal, Practical, Mature",https://openpsychometrics.org/tests/characters/test-resources/pics/CH/4.jpg
Kenny Stowton (Killing Eve),KE6,"Kind, Respectful, High-Tech, Civilized, Heroic, Nerd",https://openpsychometrics.org/tests/characters/test-resources/pics/KE/6.jpg
Calvin's dad (Calvin and Hobbes),CH3,"Reasoned, Proper, Works Hard, Frugal, Sheriff, 🧠, Scheduled",https://openpsychometrics.org/tests/characters/test-resources/pics/CH/3.jpg
Huck (Scandal),SCDL4,"Reclusive, Private, Serious, Punk Rock, Distant, Introvert",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/4.jpg
Torvi (Vikings),VK4,"Motivated, Devoted, Coordinated, 🤺, Feminist, Boy/Girl-Next-Door",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/4.jpg
Olivia Pope (Scandal),SCDL1,"Diligent, Workaholic, Driven, Main Character, Bold, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/1.jpg
Fitzgerald Grant (Scandal),SCDL8,"Rich, Political, Privileged, Sexual, Demanding, Charming",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/8.jpg
Bjorn Lothbrok (Vikings),VK2,"Masculine, Swedish, 🤺, Persistent, Motivated, Badass",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/2.jpg
Michael Gray (Peaky Blinders),PKB6,"Young, Gendered, Ambitious, Tailor, Pretentious, English",https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/6.jpg
Bender Bending Rodriguez (Futurama),FUTR3,"Rebellious, Chaotic, Loud, Mischievous, Wild, Bold",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/3.jpg
Thomas Shelby (Peaky Blinders),PKB1,"Main Character, Dominant, Competent, F***-The-Police, Badass, Captain",https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/1.jpg
Chris Traeger (Parks and Recreation),PR10,"Active, 🧗, Vegan, Diligent, Neat, Extrovert",https://openpsychometrics.org/tests/characters/test-resources/pics/PR/10.jpg
Rollo Sigurdsson (Vikings),VK6,"Masculine, Jock, 🥾, 💪, Tall, 🏀, 🏋️‍♂️",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/6.jpg
Niko Polastri (Killing Eve),KE5,"Side Character, Average, Boy/Girl-Next-Door, Beta, Mundane, Straight, Repetitive",https://openpsychometrics.org/tests/characters/test-resources/pics/KE/5.jpg
Arthur Shelby (Peaky Blinders),PKB2,"Impulsive, Gendered, Traumatized, Masculine, Physical, Ferocious",https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/2.jpg
Mellie Grant (Scandal),SCDL7,"Political, Opinionated, Straight, Bossy, Rich, On-Time",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/7.jpg
Quinn Perkins (Scandal),SCDL3,"Motivated, Boy/Girl-Next-Door, Emotional, Persistent, 🤺, Driven, Workaholic, Freak",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/3.jpg
Susie Derkins (Calvin and Hobbes),CH5,"Young, Short, On-Time, Valedictorian, Driven, Human",https://openpsychometrics.org/tests/characters/test-resources/pics/CH/5.jpg
Miss Patty (Gilmore Girls),GILG11,"Gossiping, Social, 🎨, Artistic, Loud, Confident, Extrovert",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/11.jpg
Lane Kim (Gilmore Girls),GILG3,"Treasure, Rock, Loyal, Punk Rock, Egalitarian, Musical",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/3.jpg
Rory Gilmore (Gilmore Girls),GILG2,"Bookish, Driven, Nerd, High Iq, Motivated, Beautiful",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/2.jpg
Alex Kamal (The Expanse),EXP5,"First-Mate, 👨‍🚀, Not Genocidal, Pro, 🤠, Technophile",https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/5.jpg
Abby Lockhart (ER),ER5,"Not Genocidal, Motivated, Kind, Diligent, Human, Competent",https://openpsychometrics.org/tests/characters/test-resources/pics/ER/5.jpg
Hermes Conrad (Futurama),FUTR6,"Intellectual, Human, Thick, Penny-Pincher, Nerd, 🧠",https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/6.jpg
Lorelai Gilmore (Gilmore Girls),GILG1,"Fast-Talking, Playful, Chatty, Beautiful, Charismatic, Vibrant",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/1.jpg
Richard Gilmore (Gilmore Girls),GILG7,"Preppy, Valedictorian, 🎩, Self-Disciplined, 🏌, Straight",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/7.jpg
Dean Forester (Gilmore Girls),GILG12,"Tall, 👨‍🔧, Emotional, Boy/Girl-Next-Door, 🏀, Straight",https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/12.jpg
Abby Whelan (Scandal),SCDL2,"Diligent, Driven, Manicured, Motivated, Workaholic, Overachiever",https://openpsychometrics.org/tests/characters/test-resources/pics/SCDL/2.jpg
Ubbe Ragnarsson (Vikings),VK9,"Swedish, Yes-Man, Wooden, Self-Disciplined, Kind, 👨‍🔧",https://openpsychometrics.org/tests/characters/test-resources/pics/VK/9.jpg
Jerry Gergich (Parks and Recreation),PR7,"Cooperative, Obedient, Mild, Loyal, Accommodating, Devoted",https://openpsychometrics.org/tests/characters/test-resources/pics/PR/7.jpg
